Complaint_ID,Make,Model,Department,Complaint,Description,location
387,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WENT TO APPLY BRAKES AND THE VEHICLE ACCELERATED. PLEASE DESCRIBE DETAILS.  TT,Jabalpur
388,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,AIR BAG DID NOT DEPLOY UPON HITTING A MEDIAN WALL.  TT,Ghaziabad
389,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,THE OIL PAN IS RUSTING OUT FROM THE INSIDE OUT.  TT,Jaipur
390,TATA MOTORS,Safari,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"PURCHASED USED CAR AND THERE WAS A BURNING WIRE SMELL, THE ELECTRICAL SYSTEM FAILED FOUR TIMES.  TT",Bengaluru
391,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION STICKS IN LOW.  *AK,Delhi
392,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,BRAKE MAKES NOISE TOOK BACK TO THE DEALER CHECKED IT OUT NOISE STOPPED NOW ITS BACK AND PASSENGER SEAT BELT LOCK UP AND WILL NOT RELEASE PASSENGER.  TT,Guwahati
393,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"CRANK SHAFT BROKE, RESULTED IN STALLING.  TT",Rajkot
394,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED TIMING BELT.   *AK,Hyderabad
395,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,"DRIVER MADE A LEFT TURN IN PATH OF ANOTHER VEHICLE CAUSING HEAD ON COLLISON, DRIVERS/PASSENGERS AIR BAG DID NOT DEPLOY.  TT",Ranchi
396,TATA MOTORS,Tigor,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"WHILE DRIVING AT 40MPH VEHICLE SHIFTS TO NEUTRAL, CAUSING VEHICLE TO SLOW DOWN AND LOSE POWER.   TT",Bhopal
397,TATA MOTORS,Zest,VEHICLE CONTROL,VEHICLE SPEED CONTROL,ENGINE RAN OUT OF CONTROL BECAUSE TRANSMISSION GOT STUCK IN PASSING GEAR.  TT,Ranchi
398,TATA MOTORS,Sumo,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM MALFUNCTION.  TT,Indore
399,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE SUDDENLY ACCELERATED OUT OF CONTROL, RESULTING IN AN ACCIDENT/INJURY.  TT",Guwahati
400,TATA MOTORS,Tiago EV,POWER TRAIN,"FUEL SYSTEM, GASOLINE",VEHICLE CAUGHT FIRE.  TT,Bhopal
401,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTO TRANSMISSION FAILURE, HAS REBUILT AND REPLACED FIVE (5) TIMES SINCE PURCHASING NEW IN 1990.  TT",Aurangabad
402,TATA MOTORS,Indica,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,REPLACED LEAKING OIL PAN.  *AK,Nashik
403,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,AIR BAG DID NOT DEPLOY DURING A FRONTAL COLLISION.  TT,Aurangabad
404,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,NO DEPLOYMENT OF THE AIR BAG DURING REAR END COLLISION.  TT,Kanpur
405,TATA MOTORS,Tiago,SAFETY,SEAT BELTS,"PASSIVE RESTRAINT MOTOR BROKE, DRIVERS BELT DOES NOT WORK.  TT",Nashik
406,TATA MOTORS,Safari,STEERING & SUSPENSION,SUSPENSION,"REAR BRAKE FREEZE UP, RESULTING IN WEAR ON FRONT BRAKE AND REAR PART RUSTING, ALSO STRUT REPLACE ONCE.  TT",Jabalpur
407,TATA MOTORS,Indica,SAFETY,STRUCTURE:BODY,VEHICLE WAS IN AN ACCIDENT AND THE ROOF CAME OFF BEFORE THE ROLL OVER AND THE STEERING WAS GONE. PLEASE DESCRIBE DETAILS.  TT,Varanasi
408,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,DEFECTIVE GOODYEAR TIRES.  *AK,Coimbatore
409,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,AIRBAG DEPLOYED AND CAUSED BURNS ON FACE AND HANDS.  TT,Chennai
410,TATA MOTORS,Safari,SAFETY,SEATS,SEAT CAME UP THROUGH THE FLOOR BOARD.  TT,Guwahati
411,TATA MOTORS,Vista,STEERING & SUSPENSION,SUSPENSION,"ENGINE REPLACED, STRUTS DEFECTIVE.  TT",Visakhapatnam
412,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,VEHICLE 12:00 POSITION AT 45MPH DRIVERS AIRBAG DID NOT DEPLOY.  TT,Jaipur
413,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,VEHICLE HIT A BUMP IN THE ROAD AND BOTH MOTOR MOUNTS BROKE REQUIRING REPLACEMENT.  TT,Nagpur
414,TATA MOTORS,Tigor,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,VEHICLE HIT A BUMP IN THE ROAD AND BOTH MOTOR MOUNTS BROKE REQUIRING REPLACEMENT.  TT,Rajkot
415,TATA MOTORS,Punch,SAFETY,AIR BAGS:FRONTAL,"DURING FRONT END COLLISION AT 40MPH OR MORE, DRIVER'S AIRBAG DEPLOYED, DRIVER SUSTAINED CHEMICAL BURNS.  TT",Mysore
416,TATA MOTORS,Vista,SAFETY,AIR BAGS:FRONTAL,"DURING FRONT END COLLISION AT 40MPH OR MORE, PASSENGER'S AIRBAGS DEPLOYED, FRONT SEAT PASSENGER SUSTAINED CHEMICAL BURNS.  TT",Kota
417,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE DRIVING, WITH CRUISE CONTROL ACTIVATED BRAKES WERE INEFFECTIVE IN DISENGAGE OF CRUISE, ENGINE RACED IN AN ERRATIC MANNER UNTIL TURNED OFF IGNITION.  TT",Dhanbad
418,TATA MOTORS,Safari,SAFETY,STRUCTURE:BODY,IN SUN LIGHT REFLECTION OF DASH ON WINDSHIELD DISTORTS IN DRIVERS VISIBILITY.  TT,Pimpri-Chinchwad
419,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"ACCELERATOR STICKING, CAUSING AN ACCIDENT.  TT",Vasai-Virar
420,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT, DURING FRONTAL CRASH AT APPROX. 50-55MPH, 12:00 ON FRONT BUMPER AIRBAG FAIL TO DEPLOY.  TT",Agra
421,TATA MOTORS,Nano,SAFETY,AIR BAGS:FRONTAL,"AIRBAG DID NOT DEPLOY DURING FRONT END COLLISION AT 55 MPH WHEN IT STRUCK A CONCRETE CULBIT, MINOR INJURIES.  TT",Pimpri-Chinchwad
422,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"VEHICLE WENT INTO OPEN THROTTLE POSITION WHILE DRIVING, STOP VEHICLE BY USING THE BRAKE.  TT",Chennai
423,TATA MOTORS,Zest,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,VEHICLE CAUGHT ON FIRE DUE TO LEAKAGE OF TRANSMISSION FLUID LEAKAGE AND SPRAYED ON DRIVER CAUSING 2ND DEGREE BURNS TO FACE AND ARMS.  TT,Nagpur
424,TATA MOTORS,Vista,SAFETY,STRUCTURE:BODY,VEHICLE LEAKING AT THE SEAM WHEN IT RAINS.  TT,Mysore
425,TATA MOTORS,Indigo,SAFETY,AIR BAGS:FRONTAL,"UPON IMPACT WITH A DEER, AT APPROX. 30-35MPH, FRONTAL CRASH, AIRBAG DEPLOYED AND EMMITTED A SMOKE SMELL POWDERY SUBSTANCE, WHICH CAUSE BURNS TO WRIST.  TT",Visakhapatnam
426,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION GRINDS WHEN SHIFTING ON SLIGHT INCLINE, ALSO CLICKING NOISE FROM TRANSFER CASE.   *AK",Solapur
427,TATA MOTORS,Sumo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,EXCESSIVE BREAKING OF THE TIMING BELT.  TT,Pimpri-Chinchwad
428,TATA MOTORS,Nexon EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION; FAIL.  TT,Srinagar
429,TATA MOTORS,Nexon,VEHICLE CONTROL,TIRES,DEFECTIVE GOODYEAR TIRES.  *AK,Allahabad
430,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"FRONTAL COLLISION IMPACT 12:00 SPEED 12 MPH AIR BAG DEPLOYED, CAUSING INJURIES TO FACE AND OTHER PARTS OF THE BODY.  TT",Ranchi
431,TATA MOTORS,Vista,SAFETY,AIR BAGS,DURING HEAD ON ACCIDENT AIR BAG DID NOT DEPLOY. NO AIR BAG INSTALLED.  TT,Kolkata
432,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,FOUR SPEED OVERDRIVE. ON NUMEROUS OCCASIONS TRANSMISSION SLIPPED AND RESUMED NORMAL POSITION. CAUSING VEHICLE TO STALL.  TT,Meerut
433,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,DURING ACCIDENT AIR BAG DID NOT DEPLOY ON DRIVERS SIDE.  TT,Visakhapatnam
434,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE HAS VERY HIGH IDLE AND DOES NOT DECELERATE QUICKLY.  TT,Navi Mumbai
435,TATA MOTORS,Bolt,SAFETY,SEATS,SEAT PEDISTAL ON DRIVER'S AND PASSENGER'S SIDES BROKE.  TT,Visakhapatnam
436,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL STUCK AND VEHICLE ACCELERATED.  TT,Chandigarh
437,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,"UPON REAR ENDING ANOTHER VEHICLE AT APPROXIMATELY 40 MPH, AIR BAG FAILED TO DEPLOY. PLEASE DESCRIBE DETAILS.  TT",Rajkot
438,TATA MOTORS,Tiago EV,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"PURCHASED BRAND NEW CAR, REPLACED  TRANSMISSION MOUNT WITHOUT FINDING THE PROBLEM MORE PROBLEM WITH THE ENGINE.  TT",Faridabad
439,TATA MOTORS,Tiago EV,SAFETY,SEATS,"POWER SEAT SWITCH WIRING SHORTED OUT, RESULTING IN A FIRE PRIOR TO/AFTER RECALL REPAIRS, OWNER DISCONNECTED PASSENGERS SEAT DUE TO SMOKE/FIRE (91V-036).  *AK",Jodhpur
440,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION.  TT,Chandigarh
441,TATA MOTORS,Indica,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,"ELECTRICAL SYSTEM MALFUNCTION, POWER WINDOWS AND DOORS NOT FUNCTIONING.  TT",Allahabad
442,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,AIRBAG PREMATURELY DEPLOYED CAUSING LOSS OF VEHICLE CONTROL AND FRONTEND COLLISION AT LEAST THAN 50MPH. PLEASE DESCRIBE DETAILS.  TT,Varanasi
443,TATA MOTORS,Tigor,VEHICLE CONTROL,VEHICLE SPEED CONTROL,DURING BRAKE APPLICATION VEHICLE APPEARS TO BE ACCELERATING.  TT,Vadodara
444,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE SUDDENLY SURGED FORWARD THEN SHIFTED INTO REVERSE CRASHING INTO ANOTHER VEHICLE AT UNKNOWN SPEED.  TT,Kanpur
445,TATA MOTORS,Tigor,VEHICLE CONTROL,TIRES,TWO TIRE BLOW-OUTS.  TT,Jaipur
446,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,ABS BRAKES FAILED TO STOP VEHICLE CAUSING FRONTEND AT COLLISION AT 15MPH. AIRBAG DEPLOYMENT CAUSED ABRASIONS TO FACE. PLEASE DESCRIBE DETAILS.  TT,Coimbatore
447,TATA MOTORS,Nano,SAFETY,AIR BAGS,"AIRBAG DID NOT DEPLOY AT 12:00 AT 55-60 MPH. ""DUP: SEE 958873"".  TT",Howrah
448,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"SHIFTED INTO DRIVE VEHICLE SURGED AT HIGH RATE OF SPEED, RESULTING IN AN ACCIDENT/INJURY.  TT",Navi Mumbai
449,TATA MOTORS,Safari,SAFETY,AIR BAGS:FRONTAL,FUEL PRESSURE ON THE GAS CAUSING VEHICLE TO SURGE. AIR BAG DID NOT DEPLOY.  TT,Hyderabad
450,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTO TRANSMISSION BEING REPLACED TWICE AFTER 92K MILES.  TT,Rajkot
451,TATA MOTORS,Tigor,STEERING & SUSPENSION,STEERING,"WHILE DRIVING, NOTICED A CLANKING NOISE LOOKED BEHIND SAW PLASTIC PIECES AND BOLTS LYING ON ROAD, THEN SUDDENLY LOST STEERING CAPABILITY, PULLED VEHICLE TO SIDE",Faridabad
452,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,"AIR BAG DEPLOYED, AND CAUSED ACUTE BRONCHITIS.  TT",Tiruchirappalli
453,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,THROTTLE STUCK AND HIT THREE OTHER CARS.  TT,Chennai
454,TATA MOTORS,Punch EV,POWER TRAIN,"FUEL SYSTEM, GASOLINE",PARKED FOR FIVE MINUTES VEHICLE CAUGHT FIRE. CAUSE OF FIRE UNKNOWN BY FIRE MARSHALL AND CHEVROLET.  TT,Visakhapatnam
455,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,AUTOMATIC SEATBELT ON PASSENGER SIDE IS NOT WORKING.  TT,Visakhapatnam
456,TATA MOTORS,Indica,VEHICLE CONTROL,TIRES,WAS DRIVING DOWN HIGHWAY AT NIGHT AND BACK PASSENGER RIGHT WHEEL CAME OFF IT WAS RAINING HARD AND DEALER DON'T WANT TO DO NOTHING ABOUT IT.  TT,Raipur
457,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,DURING HEAD ON COLLISION AIR BAG DID NOT DEPLOY.  TT,Nashik
458,TATA MOTORS,Nexon,SAFETY,AIR BAGS:FRONTAL,CAR WAS IN AN ACCIDENT AND THE AIR BAG DIDN'T DEPLOY TALK TO DEALER WAS TO COME OUT AND LOOK AT THE CAR IN TWO WEEK IT IS NOW 12 WEEK AND NO ONE HAS LOOK.  TT,Jodhpur
459,TATA MOTORS,Bolt,SAFETY,STRUCTURE:BODY,(909-860-4123H)RIGHT REAR INTERFENDER WELD BROKE CRUSHING THE FLOORBOARD CUTTING PASSENGER'S LEG. PLEASE DESCRIBE DETAILS.  TT,Vadodara
460,TATA MOTORS,Tigor,SAFETY,SEATS,DRIVERS SEATS WELD POINTS DISCONNECTED.  TT,Guwahati
461,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,WHEN VEHICLE GETS UP TO 10 MPH GAS PEDAL STICKS.  TT,Bengaluru
462,TATA MOTORS,Tiago EV,VEHICLE CONTROL,TIRES,"STEERING COLUMN BROKE, TIRE BLEW OUT AND WENT OVER A CURVE CAUSING STEERING COLUMN TO BREAK.  TT",Chandigarh
463,TATA MOTORS,Safari,VEHICLE CONTROL,TIRES,TIRE BLEW OUT WHILE DRIVING.   *AK,Patna
464,TATA MOTORS,Nano,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"TURNED ON IGNITION SHIFTED TRANSMISSION INTO REVERSE, VEHICLE SURGED REARWARD AND OUT OF CONTROL.  TT",Chandigarh
465,TATA MOTORS,Safari,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,THE TIME BELT BROKE AND ENGINE STOP( 16 VALVE).  TT,Srinagar
466,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,WHEN YOU ARE SLOWING DOWN COMING TO A STOP CAR DOWN SHIFT.  TT,Madurai
467,TATA MOTORS,Altroz,POWER TRAIN,"FUEL SYSTEM, GASOLINE",UNKNOWN ORIGIN OF FUEL FUMES COMING THROUGH FIREWALL. DEALERS REPLACED SEVERAL EXHAUST COMPONENTS PROBLEM NOT CORRECTED.  TT,Aurangabad
468,TATA MOTORS,Nano,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"AUTOMATIC TRANSMISSION FAILED AT 76K MILES. STARTED JERKING AT TRAFFIC LIGHT AND WAS SLIPPING GROWING WORSE, DESTROYING GEARS.  TT",Chennai
469,TATA MOTORS,Vista,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SUDDEN RACING OF THE ENGINE. DRIVER HAS TO RIDE THE BRAKES UNTIL HE SHIFTS TO NEUTRAL AND TURN THE IGNITION OFF.  TT,Amritsar
470,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FAILURE DUE TO FAULTY GROMMET.  *AK,Thane
471,TATA MOTORS,Safari,VEHICLE CONTROL,VEHICLE SPEED CONTROL,CRUISE CONTROL FAILURE.  TT,Vijayawada
472,TATA MOTORS,Vista,SAFETY,AIR BAGS:FRONTAL,(708-563-4557W)DRIVERS AIRBAG DID NOT DEPLOY DURING FRONTEND COLLISION AT 50MPH. PLEASE DESCRIBE DETAILS.  TT,Chennai
473,TATA MOTORS,Indica,SAFETY,AIR BAGS:FRONTAL,(708-563-4557W)PASSENGERS AIRBAG DID NOT DEPLOY DURING FRONTEND COLLISION AT 50MPH. PLEASE DESCRIBE DETAILS.  TT,Allahabad
474,TATA MOTORS,Sumo,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE VEHICLE WAS IDLING AND THEN PUT INTO GEAR IT HAD SUDDEN ACCELERATION AND HIT BUILDING, RESULTING IN ACCIDENT/INJURY.  *AK",Aurangabad
475,TATA MOTORS,Indigo,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"EXCESSIVE BREAKING OF MOTOR MOUNTS, AND MALFUNCTIONING TRANSMISSION.  TT",Pimpri-Chinchwad
476,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"EXCESSIVE BREAKING OF MOTOR MOUNTS, AND MALFUNCTIONING TRANSMISSION.  TT",Varanasi
477,TATA MOTORS,Harrier,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,TRANSMISSION FLUID LEAK.   *AK,Bhopal
478,TATA MOTORS,Zest,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,ENGINE MOTOR MOUNTS FAILED.  *AK,Jaipur
479,TATA MOTORS,Nano,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"WHILE DRIVING, ENGINE TIMING CHAIN BROKE; SPEED 35 MPH; ENGINE CONTINUED TO RUN, BUT WOULD NOT MOVE; SHUT DOWN COMPLETELY.  TT",Amritsar
480,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE DRIVING OWNER STEPPED ON GAS TO ACCELERATE SOME, SUDDENLY VEHICLE JUMPED FORWARD AND PEDAL WENT TO FLOOR.  TT",Mysore
481,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,"ESTIMATED SPEED 14 MPH, AIR BAG DIDN'T DEPLOY. PLEASE DESCRIBE DETAILS.  TT",Jabalpur
482,TATA MOTORS,Bolt,SAFETY,AIR BAGS:FRONTAL,AIR BAG FAILED TO DEPLOY DURING A HEAD ON COLLISION. CONSUMERS VEHICLE WAS STATIONARY AT TIME OF ACCIDENT.  TT,Chennai
483,TATA MOTORS,Tiago EV,ELECTRICAL SYSTEM,ELECTRICAL SYSTEM,ELECTRICAL PROBLEMS.  *AK,Hubli–Dharwad
484,TATA MOTORS,Tiago EV,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,"ENGINE MOUNT BRACKETS HAVE CRACKED, FOR NO APPARENT REASON.  TT",Dhanbad
485,TATA MOTORS,Tigor,SAFETY,AIR BAGS:FRONTAL,"LOST CONTROL OF VEHICLE HITTING A GUARD RAIL, IMPACT 12:00 POSITION, SPEED 30 MPH AIRBAG DEPLOYED BREAKING WINDSHEILD AND REARVIEW MIRROR CAUING INJURIES.  TT",Hubli–Dharwad
486,TATA MOTORS,Harrier,SAFETY,AIR BAGS:FRONTAL,"VEHICLE AT 12:00 POSITION AT 15MPH, BOTH AIRBAGS DEPLOYED AND DRIVERS AIRBAG CAUGHT DRIVERS COAT ON FIRE AND BURNED HIM.  TT",Jaipur
487,TATA MOTORS,Tigor,SAFETY,SEAT BELTS,DRIVER SEAT BELT IS NOT FUNCTIONING.  TT,Raipur
488,TATA MOTORS,Harrier,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,HAVE HAD TO HAVE TWO MOTOR MOUNTS PUT ON AND THE VEHICLE IS ONLY 5 YEARS OLD.  TT,Aurangabad
489,TATA MOTORS,Nexon,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTO-TRAN: TRANSMISSION FAILED WHILE DRIVING; STALLED; COULD NOT SHIFT TO ANY GEAR; NO WARNING; SPEED 5-10 MPH.  TT,Ghaziabad
490,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"WHILE IDLING AT STOP, GOT BACK IN VEHICLE AND PUT FOOT ON BRAKES, TURN THE KEY AGAIN, ALTHOUGH CAR WAS ALREADY ON, VEHICLE SUDDENLY ACCELERATED BACKWARDS.  TT",Patna
491,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN,"VEHICLE SPEED READ 48MPH, BUT CAR ACTUAL GOING 60MPH; ODOMETER READING 770 MILES FOR EVERY 1000 MILES TRAVELED. REPLACE AUTOMATIC TRANSMISSION TO NO AVAIL.  TT",Visakhapatnam
492,TATA MOTORS,Indica,POWER TRAIN,POWER TRAIN,"VEHICLE SPEED READ 48MPH, BUT CAR ACTUAL GOING 60MPH, REPLACE AUTOMATIC TRANSMISSION TO NO AVAIL.  TT",Jodhpur
493,TATA MOTORS,Sumo,SAFETY,AIR BAGS:FRONTAL,DURING IMPACT ON LEFT ANGLE THE DRIVER SIDE AIR BAG DID NOT DEPLOY. NO RESPONSE FROM ANTI LOCK BRAKING SYSTEM.  TT,Srinagar
494,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,DURING IMPACT ON LEFT ANGLE THE PASSENGER SIDE AIR BAG DID NOT DEPLOY. NO RESPONSE FROM ANTI LOCK BRAKING SYSTEM.  TT,Jodhpur
495,TATA MOTORS,Vista,SAFETY,AIR BAGS:FRONTAL,(603-528-5774H)AIRBAG PARTIALLY DEPLOYED IN A FRONTEND COLLISION AT 40-50MPH INTO GUARDRAIL CAUSING MINOR INJURIES AND BURNS TO DRIVER. PLEASE DESCRIBE DETAILS.,Kota
496,TATA MOTORS,Punch,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,AUTOMATIC TRANSMISSION FAILURE.  TT,Navi Mumbai
497,TATA MOTORS,Nexon EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"HAD A ACCIDENT BECAUSE OF SUDDEN ACCELERATION,PROBLEM IS REOCCURING.  TT",Solapur
498,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,AUTO-TRAN: CONTINUED FORWARD MOVEMENT AFTER APPLICATION OF BRAKES AT LOW SPEED; ENGINE ACCELERATED; JERKED FORWARD; REARENDED PARKED VEHICLE; NO WARNING.  TT,Patna
499,TATA MOTORS,Altroz,POWER TRAIN,"FUEL SYSTEM, GASOLINE",DRIVER SMELLED GAS FUMES FOLLOWED BY ENGINE COMPARTMENT FIRE.  TT,Vadodara
500,TATA MOTORS,Safari,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,ENGINE; THE LIGHT COME ON AND TRY TO CHANGE GEAR AND CAN'T DO THAT.  TT,Srinagar
501,TATA MOTORS,Nexon,SAFETY,SEAT BELTS,AUTOMATIC SEAT BELTS FAILED IN AN ACCIDENT.  TT,Amritsar
502,TATA MOTORS,Indica,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"UPON REMOVING FOOT FROM BRAKE, AFTER STOPPING WITHOUT PRESSING GAS, SUDDENLY VEHICLE SHUT OUT OF CONTROL DUE TO CRUISE CONTROL LINKAGE TOUCHING ENGINE BLOCK. TT",Visakhapatnam
503,TATA MOTORS,Bolt,POWER TRAIN,POWER TRAIN:AUTOMATIC TRANSMISSION,"TRANSMISSION POPS OUT OF GEAR DUE TO BRAKING MALFUNCTION, DEALER'S REPLACED WITH ORIGINAL TRANSMISSION WITH "" 1995"" MODEL STANDARD SHIFT, WITH NO IMPROVEMENT.",Jodhpur
504,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,SUDDEN ACCELERATION OF VEHICLE.  TT,Bengaluru
505,TATA MOTORS,Zest,SAFETY,AIR BAGS:FRONTAL,DRIVERS AIRBAG DID NOT DEPLOY DURING FRONTAL COLLISION; REARENDED ANOTHER VEHICLE STOPPED AT LIGHT; DRIVER WAS THROWN INTO WINDSHIELD.  TT,Chandigarh
506,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,PASSENGERS AIRBAG DID NOT DEPLOY DURING FRONTAL COLLISION; REARENDED ANOTHER VEHICLE STOPPED AT LIGHT; DRIVER WAS THROWN INTO WINDSHIELD.  TT,Nagpur
507,TATA MOTORS,Tiago EV,SAFETY,AIR BAGS:FRONTAL,ABS: DRIVERS AIRBAG DID NOT DEPLOY DURING FRONTAL COLLISION; VEHICLE HIT CURB WHILE EXISTING OFF RAMP; BRAKES FAILED; NO BRAKING EFFECT; NO WARNING.  TT,Pimpri-Chinchwad
508,TATA MOTORS,Nexon EV,SAFETY,AIR BAGS:FRONTAL,ABS: PASSENGERS AIRBAG DID NOT DEPLOY DURING FRONTAL COLLISION; VEHICLE HIT CURB WHILE EXISTING OFF RAMP; BRAKES FAILED; NO BRAKING EFFECT; NO WARNING.  TT,Agra
509,TATA MOTORS,Tiago EV,VEHICLE CONTROL,VEHICLE SPEED CONTROL,VEHICLE ACCELERATES BY ITSELF.  TT,Hubli–Dharwad
510,TATA MOTORS,Safari,STEERING & SUSPENSION,STEERING,"WHEN MAKING RIGHT TURN, PRESSING ON BRAKE, ENGINE DIES; NO STEERING; NO BRAKES; PROBLEM WITH THROTTLE BODY CONTROL SENSOR.  TT",Kota
511,TATA MOTORS,Punch,POWER TRAIN,ENGINE AND ENGINE COOLING:ENGINE,THE HEAD GASKET BLEW.  TT,Mumbai
512,TATA MOTORS,Tiago EV,SAFETY,SEAT BELTS,"RECALL RELATED, 94V248000, LAP.SHOULDER BELT WILL STOP HALF WAY IN THE TRACK.  TT",Navi Mumbai
513,TATA MOTORS,Bolt,VEHICLE CONTROL,VEHICLE SPEED CONTROL,"ENGAGE IN REVERSE AND BACKED UP, THEN ENGAGE IN DRIVE VEHICLE ACCELERATED OUT OF CONTROL, BRAKES DID NOT RESPOND, RESULTING IN ACCIDENT.  TT",Kanpur
514,TATA MOTORS,Tigor,SAFETY,SEAT BELTS,FRONT AUTOMATIC SEAT BELTS LOCK UP.  TT,Mysore
